tr_id,p_id,c_id,tr_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
5985,39,12,21-08-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0
5986,92,973,12-06-2017 00:00,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
5987,25,3143,30-07-2017 00:00,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0
5988,0,511,19-12-2017 00:00,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
5989,9,3055,01-11-2017 00:00,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33879.0
5990,12,465,11-05-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,37838.0
5991,77,2874,05-04-2017 00:00,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0
5992,35,602,08-05-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0
5993,55,1084,15-03-2017 00:00,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
5994,0,1738,07-02-2017 00:00,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37668.0
5995,65,99,08-09-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
5996,0,281,28-06-2017 00:00,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,35667.0
5997,76,1947,08-06-2017 00:00,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193.0
5998,0,37,05-07-2017 00:00,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
5999,66,2372,12-11-2017 00:00,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
6000,1,2858,13-09-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41434.0
6001,46,3058,18-01-2017 00:00,False,Approved,Solex,Standard,low,medium,1289.85,74.51,38573.0
6002,29,2878,11-11-2017 00:00,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42458.0
6003,9,3026,09-01-2017 00:00,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586.0
6004,28,11,02-04-2017 00:00,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
6005,65,707,10-09-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,33879.0
6006,88,1691,18-03-2017 00:00,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0
6007,80,2198,25-11-2017 00:00,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35667.0
6008,99,158,19-02-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0
6009,64,579,16-07-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0
6010,79,2219,17-01-2017 00:00,False,Approved,Solex,Touring,medium,large,2083.94,675.03,38482.0
6011,81,1302,22-05-2017 00:00,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,36145.0
6012,5,908,18-04-2017 00:00,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560.0
6013,11,1385,11-01-2017 00:00,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
6014,65,305,12-02-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0
6015,9,2485,21-06-2017 00:00,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,37838.0
6016,56,252,24-09-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,36146.0
6017,34,1900,03-09-2017 00:00,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35560.0
6018,71,2850,16-01-2017 00:00,False,Approved,Solex,Standard,high,large,1842.92,1105.75,38193.0
6019,0,2240,09-11-2017 00:00,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458.0
6020,1,2967,20-12-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0
6021,8,459,22-11-2017 00:00,True,Approved,Solex,Road,medium,small,1703.52,1516.13,38693.0
6022,2,630,14-09-2017 00:00,False,Approved,Solex,Standard,medium,medium,71.49,53.62,37659.0
6023,97,3020,28-04-2017 00:00,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,35378.0
6024,0,1559,02-08-2017 00:00,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36833.0
6025,92,1504,28-02-2017 00:00,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37874.0
6026,17,1641,19-01-2017 00:00,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
6027,13,1267,11-08-2017 00:00,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0
6028,5,829,29-06-2017 00:00,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0
6029,49,3030,03-09-2017 00:00,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0
6030,35,380,03-06-2017 00:00,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
6031,91,3377,11-08-2017 00:00,False,Approved,Solex,Standard,medium,medium,100.35,75.26,38002.0
6032,22,1777,03-01-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
6033,32,201,15-08-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0
6034,60,2509,05-12-2017 00:00,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
6035,85,425,05-12-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145.0
6036,71,1177,19-09-2017 00:00,True,Approved,Solex,Standard,high,large,1842.92,1105.75,38193.0
6037,31,2412,16-03-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0
6038,59,223,27-02-2017 00:00,True,Approved,Solex,Standard,medium,large,1061.56,733.58,41047.0
6039,53,1493,03-05-2017 00:00,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
6040,0,3375,26-05-2017 00:00,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,35052.0
6041,44,2507,22-08-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0
6042,33,173,10-02-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498.0
6043,46,2545,09-07-2017 00:00,True,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0
6044,56,14,13-11-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
6045,76,330,03-05-2017 00:00,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,36498.0
6046,21,1917,01-04-2017 00:00,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
6047,91,3360,12-03-2017 00:00,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
6048,91,1925,23-07-2017 00:00,False,Approved,Solex,Standard,medium,medium,100.35,75.26,38002.0
6049,33,1494,25-04-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35052.0
6050,83,593,23-01-2017 00:00,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0
6051,39,3232,17-11-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40672.0
6052,30,560,24-02-2017 00:00,False,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0
6053,90,905,04-09-2017 00:00,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
6054,64,1443,20-07-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0
6055,80,602,12-08-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40487.0
6056,39,268,22-01-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0
6057,52,2386,09-02-2017 00:00,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0
6058,27,2082,03-08-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0
6059,81,1970,12-08-2017 00:00,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
6060,10,1144,26-03-2017 00:00,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37873.0
6061,89,3004,18-04-2017 00:00,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,36367.0
6062,80,2527,20-09-2017 00:00,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0
6063,88,2066,01-10-2017 00:00,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0
6064,50,680,15-09-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,35052.0
6065,56,2944,12-05-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
6066,5,1980,18-10-2017 00:00,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40784.0
6067,57,565,22-05-2017 00:00,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40779.0
6068,21,1600,20-05-2017 00:00,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0
6069,18,120,20-06-2017 00:00,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,41533.0
6070,60,134,16-12-2017 00:00,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172.0
6071,83,446,30-08-2017 00:00,False,Approved,Solex,Touring,medium,large,2083.94,675.03,36367.0
6072,0,2930,01-03-2017 00:00,True,Approved,Nio Cycles,Standard,,,1099.68,556.0469512209312,38216.0
6073,17,1650,20-12-2017 00:00,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0
6074,22,203,05-05-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,36334.0
6075,62,1575,28-04-2017 00:00,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
6076,22,1047,03-11-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
6077,14,3081,21-08-2017 00:00,False,Approved,Solex,Standard,high,large,1842.92,1105.75,38859.0
6078,22,232,04-03-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
6079,6,1629,04-03-2017 00:00,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0
6080,0,2990,16-12-2017 00:00,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0
6081,88,2731,21-03-2017 00:00,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367.0
6082,99,2095,21-03-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0
6083,79,3440,10-04-2017 00:00,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
6084,9,887,14-02-2017 00:00,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0
6085,60,1522,23-02-2017 00:00,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
6086,3,726,08-09-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823.0
6087,80,1594,11-02-2017 00:00,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42218.0
6088,0,3197,20-11-2017 00:00,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
6089,89,1390,29-12-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0
6090,22,416,05-07-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,42696.0
6091,94,1093,22-09-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
6092,27,55,07-06-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,39031.0
6093,0,3129,05-03-2017 00:00,False,Approved,Solex,Road,medium,medium,416.98,312.74,33455.0
6094,32,1950,07-09-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0
6095,62,1103,04-10-2017 00:00,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0
6096,82,2445,13-12-2017 00:00,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0
6097,86,928,18-03-2017 00:00,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,35560.0
6098,69,1184,11-05-2017 00:00,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0
6099,74,2155,27-05-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0
6100,66,1191,17-11-2017 00:00,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,33879.0
6101,96,3325,04-09-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
6102,22,543,14-07-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33455.0
6103,18,489,28-08-2017 00:00,False,Approved,Solex,Standard,medium,medium,575.27,431.45,42404.0
6104,25,1886,18-08-2017 00:00,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0
6105,86,1274,30-11-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0
6106,90,2464,08-10-2017 00:00,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
6107,10,2627,03-10-2017 00:00,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0
6108,90,3119,25-12-2017 00:00,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0
6109,79,1288,03-03-2017 00:00,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,38206.0
6110,94,884,29-12-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
6111,37,588,12-04-2017 00:00,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
6112,48,2910,14-11-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,39915.0
6113,38,1695,23-11-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701.0
6114,99,652,04-08-2017 00:00,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0
6115,82,2661,12-10-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115.0
6116,77,2914,19-11-2017 00:00,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,41533.0
6117,66,2331,06-10-2017 00:00,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
6118,11,3479,19-03-2017 00:00,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
6119,19,2084,21-01-2017 00:00,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,34244.0
6120,71,445,03-03-2017 00:00,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
6121,44,2889,08-03-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,41848.0
6122,34,2799,11-02-2017 00:00,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0
6123,47,67,03-05-2017 00:00,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0
6124,23,1549,16-03-2017 00:00,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42696.0
6125,53,3352,20-11-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
6126,53,2347,29-03-2017 00:00,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
6127,98,3080,26-12-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0
6128,23,2222,17-08-2017 00:00,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0
6129,77,2334,22-10-2017 00:00,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0
6130,86,579,11-02-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0
6131,6,2574,16-05-2017 00:00,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0
6132,54,561,21-05-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
6133,80,1725,30-10-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42145.0
6134,95,2552,29-08-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,33364.0
6135,14,2586,11-12-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,40303.0
6136,46,3375,25-08-2017 00:00,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
6137,54,832,05-09-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0
6138,0,3145,17-01-2017 00:00,False,Approved,Nio Cycles,Standard,,,1281.6,556.0469512209312,38216.0
6139,92,292,02-11-2017 00:00,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,42458.0
6140,30,388,17-02-2017 00:00,False,Approved,Solex,Standard,high,medium,748.17,448.9,33888.0
6141,33,3218,06-04-2017 00:00,False,Cancelled,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498.0
6142,74,3313,22-02-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37668.0
6143,59,835,22-10-2017 00:00,True,Approved,Solex,Standard,medium,large,1061.56,733.58,42172.0
6144,75,1158,28-12-2017 00:00,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0
6145,1,611,16-07-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0
6146,0,1039,08-11-2017 00:00,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0
6147,34,3029,17-02-2017 00:00,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0
6148,42,207,26-03-2017 00:00,True,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0
6149,95,511,23-05-2017 00:00,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,35455.0
6150,69,2605,31-08-2017 00:00,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42458.0
6151,55,823,24-05-2017 00:00,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
6152,26,2928,03-03-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
6153,74,1177,04-10-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,38859.0
6154,77,167,24-06-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,34071.0
6155,27,1042,20-02-2017 00:00,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526.0
6156,99,33,20-03-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0
6157,48,3174,27-01-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0
6158,96,392,22-02-2017 00:00,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0
6159,54,1124,24-01-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,40779.0
6160,40,2711,20-09-2017 00:00,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0
6161,55,2653,23-10-2017 00:00,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
6162,90,2117,09-06-2017 00:00,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
6163,51,2397,10-04-2017 00:00,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35470.0
6164,0,1577,30-08-2017 00:00,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659.0
6165,47,1329,19-06-2017 00:00,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0
6166,40,2882,12-01-2017 00:00,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0
6167,14,1407,07-01-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,39880.0
6168,0,1591,15-11-2017 00:00,True,Approved,Nio Cycles,Standard,,,1220.66,556.0469512209312,38216.0
6169,30,2940,27-02-2017 00:00,False,Approved,Solex,Standard,high,medium,748.17,448.9,33888.0
6170,19,1239,22-11-2017 00:00,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303.0
6171,85,1832,22-05-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0
6172,18,1520,28-04-2017 00:00,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
6173,35,984,18-03-2017 00:00,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
6174,54,1858,16-05-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996.0
6175,76,3363,07-01-2017 00:00,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,33364.0
6176,12,1168,28-10-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0
6177,50,959,26-01-2017 00:00,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,35707.0
6178,74,2837,02-04-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0
6179,93,1672,11-02-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33364.0
6180,90,3063,17-09-2017 00:00,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
6181,84,177,07-02-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0
6182,48,1687,06-10-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,37823.0
6183,78,2980,08-11-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0
6184,87,1483,01-12-2017 00:00,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,34079.0
6185,13,2894,02-02-2017 00:00,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,38693.0
6186,69,212,26-06-2017 00:00,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0
6187,45,2772,05-12-2017 00:00,True,Approved,Solex,Standard,medium,medium,441.49,84.99,37668.0
6188,81,133,30-03-2017 00:00,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,35667.0
6189,35,249,21-06-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0
6190,0,2919,07-08-2017 00:00,False,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0
6191,50,1785,12-06-2017 00:00,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0
6192,15,154,07-12-2017 00:00,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0
6193,70,3408,05-05-2017 00:00,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0
6194,100,664,19-07-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0
6195,60,1506,21-03-2017 00:00,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0
6196,85,2890,18-07-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36145.0
6197,18,1581,22-10-2017 00:00,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0
6198,58,1700,10-06-2017 00:00,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,34170.0
6199,95,2353,19-01-2017 00:00,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,42458.0
6200,69,3477,25-10-2017 00:00,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,41922.0
6201,70,386,17-08-2017 00:00,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0
6202,27,66,17-02-2017 00:00,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0
6203,33,1422,11-02-2017 00:00,True,Cancelled,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0
6204,93,253,28-06-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,41434.0
6205,92,312,16-12-2017 00:00,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,33364.0
6206,84,2717,13-06-2017 00:00,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0
6207,92,2015,30-09-2017 00:00,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0
6208,99,2958,19-04-2017 00:00,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0
6209,90,1494,12-12-2017 00:00,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,41434.0
6210,0,1390,03-12-2017 00:00,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,42560.0
6211,9,3170,07-10-2017 00:00,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0
6212,94,1884,05-08-2017 00:00,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,42458.0
6213,99,3320,07-08-2017 00:00,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0
6214,77,2318,21-10-2017 00:00,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38339.0
6215,81,799,19-03-2017 00:00,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,36145.0
6216,75,579,21-10-2017 00:00,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0
6217,92,1564,17-12-2017 00:00,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0
6218,52,2635,26-05-2017 00:00,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0
6219,64,3230,23-03-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0
6220,38,3081,15-09-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0
6221,22,652,12-07-2017 00:00,False,Approved,Solex,Standard,medium,medium,575.27,431.45,35160.0
6222,44,371,29-10-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0
6223,73,2238,20-07-2017 00:00,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668.0
6224,38,1440,14-03-2017 00:00,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40336.0
6225,73,1870,19-04-2017 00:00,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0
6226,4,65,06-08-2017 00:00,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,34527.0
6227,74,1935,05-06-2017 00:00,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0
6228,16,1278,16-03-2017 00:00,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586.0
6229,38,1476,15-11-2017 00:00,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,34071.0
6230,51,1272,23-06-2017 00:00,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0
6231,7,33,12-09-2017 00:00,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,42560.0
6232,3,3045,09-06-2017 00:00,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33549.0
6233,63,1372,06-03-2017 00:00,False,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0
6234,0,962,25-06-2017 00:00,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298.0
6235,26,2225,15-03-2017 00:00,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0
6236,30,1089,17-05-2017 00:00,False,Approved,Solex,Standard,high,medium,748.17,448.9,33552.0
