"id_","area_id_","node_id_","act_date","deact_date","has_loan","is_act"
"36","2","1","20-02-2020","25-02-2020","0","1"
"37","1","3","05-02-2020","24-02-2020","0","0"
"38","5","4","15-02-2020","21-02-2020","1","0"
"39","5","1","24-01-2020","26-01-2020","0","0"
"40","2","2","18-02-2020","21-02-2020","0","1"
"41","5","2","27-02-2020","23-03-2020","0","0"
"42","4","3","17-01-2020","03-02-2020","1","0"
"43","2","4","26-02-2020","02-03-2020","0","0"
"44","3","2","10-02-2020","20-02-2020","0","1"
"45","2","1","09-02-2020","29-02-2020","0","1"
"46","1","1","27-01-2020","16-02-2020","1","0"
"47","5","1","27-01-2020","28-01-2020","1","0"
"48","5","4","19-01-2020","01-02-2020","0","1"
"49","2","4","10-01-2020","01-02-2020","0","0"
"50","2","4","07-02-2020","25-02-2020","1","1"
"51","1","5","03-02-2020","16-02-2020","0","1"
"52","5","2","27-01-2020","02-02-2020","1","0"
"53","4","3","30-01-2020","01-02-2020","1","1"
"54","4","3","30-01-2020","21-02-2020","0","0"
"55","5","5","08-02-2020","18-02-2020","1","0"
"56","4","1","21-01-2020","23-01-2020","0","0"
"57","5","5","29-01-2020","27-02-2020","0","1"
"58","3","1","01-02-2020","17-02-2020","0","0"
"59","3","5","04-02-2020","03-03-2020","1","0"
"60","5","3","21-01-2020","22-01-2020","0","0"
"61","4","3","27-01-2020","03-02-2020","0","1"
"62","2","5","12-02-2020","26-02-2020","0","0"
"63","1","3","02-02-2020","17-02-2020","1","0"
"64","2","2","25-01-2020","05-02-2020","0","0"
"65","1","5","18-02-2020","27-02-2020","0","1"
"66","1","2","07-02-2020","25-02-2020","0","1"
"67","3","4","15-02-2020","22-02-2020","1","0"
"68","3","2","19-02-2020","09-03-2020","1","0"
"69","1","1","10-02-2020","02-03-2020","0","1"
"70","3","2","23-01-2020","06-02-2020","0","0"
"71","1","5","01-02-2020","09-02-2020","1","1"
"72","3","5","17-02-2020","01-03-2020","0","1"
"73","1","2","25-01-2020","22-02-2020","1","0"
"74","5","1","07-02-2020","12-02-2020","1","1"
"75","4","4","31-01-2020","01-02-2020","0","0"
"76","2","4","04-02-2020","27-02-2020","1","0"
"77","5","1","17-01-2020","03-02-2020","0","0"
"78","5","2","30-01-2020","14-02-2020","0","1"
"79","1","5","06-02-2020","23-02-2020","0","0"
"80","4","2","17-02-2020","04-03-2020","1","0"
"81","1","3","05-02-2020","05-03-2020","0","0"
"82","2","1","02-02-2020","07-02-2020","0","1"
"83","2","5","02-02-2020","25-02-2020","0","0"
"84","1","2","07-02-2020","11-02-2020","1","0"
"85","5","5","27-01-2020","23-02-2020","0","0"
"86","4","2","26-01-2020","07-02-2020","0","1"
"87","2","2","04-02-2020","17-02-2020","0","1"
"88","3","1","04-02-2020","23-02-2020","1","0"
"89","5","2","03-02-2020","14-02-2020","1","0"
"90","4","1","09-02-2020","22-02-2020","0","1"
"91","4","2","22-01-2020","17-02-2020","0","0"
"92","3","2","30-01-2020","16-02-2020","1","1"
"93","4","2","22-01-2020","28-01-2020","0","1"
"94","5","2","26-01-2020","20-02-2020","1","0"
"95","1","1","22-01-2020","15-02-2020","1","1"
"96","3","2","21-01-2020","03-02-2020","0","0"
"97","3","5","31-01-2020","07-02-2020","1","0"
"98","1","1","29-01-2020","31-01-2020","0","0"
"99","2","2","31-01-2020","15-02-2020","0","1"
"100","1","1","16-01-2020","22-01-2020","0","0"
"101","2","3","20-01-2020","27-01-2020","1","0"
"102","1","4","29-01-2020","15-02-2020","0","0"
"103","4","3","21-01-2020","16-02-2020","0","1"
"104","4","3","13-02-2020","24-02-2020","0","0"
"105","1","1","20-01-2020","24-01-2020","1","0"
"106","2","3","22-02-2020","22-03-2020","0","0"
"107","2","1","08-02-2020","22-02-2020","0","1"
"108","1","2","07-02-2020","10-02-2020","0","1"
"109","4","1","01-02-2020","22-02-2020","1","0"
"110","2","1","08-01-2020","04-02-2020","1","0"
"111","4","4","21-02-2020","10-03-2020","0","1"
"112","1","3","29-01-2020","01-02-2020","0","0"
"113","1","1","01-02-2020","19-02-2020","1","1"
"114","1","1","24-01-2020","27-01-2020","0","1"
"115","5","5","27-02-2020","19-03-2020","1","0"
"116","1","5","30-01-2020","15-02-2020","1","1"
"117","5","4","25-01-2020","01-02-2020","0","0"
"118","3","3","02-02-2020","21-02-2020","1","0"
"119","2","4","07-02-2020","06-03-2020","0","0"
"120","1","3","16-02-2020","03-03-2020","0","1"
"121","3","5","24-01-2020","24-01-2020","0","0"
"122","2","4","02-02-2020","02-02-2020","1","0"
"123","4","3","21-01-2020","19-02-2020","0","0"
"124","3","4","05-01-2020","03-02-2020","0","1"
"125","2","1","27-01-2020","06-02-2020","0","0"
"126","4","3","03-02-2020","21-02-2020","1","0"
"127","5","2","16-02-2020","23-02-2020","0","0"
"128","4","2","26-02-2020","15-03-2020","0","1"
"129","3","2","11-02-2020","11-03-2020","0","1"
"130","3","5","22-01-2020","26-01-2020","1","0"
"131","3","1","29-01-2020","12-02-2020","1","0"
"132","4","1","29-01-2020","06-02-2020","0","1"
"133","2","4","18-01-2020","09-02-2020","0","0"
"134","1","3","29-01-2020","27-02-2020","1","1"
"135","5","5","29-01-2020","07-02-2020","0","1"
"136","3","1","17-01-2020","15-02-2020","1","0"
"137","1","5","14-01-2020","07-02-2020","1","1"
"138","4","3","29-01-2020","08-02-2020","0","0"
"139","4","3","29-01-2020","04-02-2020","1","0"
"140","1","1","11-02-2020","11-03-2020","0","0"
"141","3","4","30-01-2020","05-02-2020","0","1"
"142","1","3","25-01-2020","30-01-2020","0","0"
"143","5","1","06-02-2020","17-02-2020","1","0"
"144","3","3","14-02-2020","08-03-2020","0","0"
"145","5","1","26-01-2020","08-02-2020","0","1"
"146","1","4","25-01-2020","18-02-2020","0","0"
"147","1","5","13-02-2020","09-03-2020","1","0"
"148","4","5","15-01-2020","25-01-2020","0","0"
"149","1","1","26-01-2020","10-02-2020","0","1"
"150","2","3","19-01-2020","14-02-2020","0","1"
"151","1","5","27-01-2020","06-02-2020","1","0"
"152","4","5","16-01-2020","02-02-2020","1","0"
"153","3","4","14-02-2020","19-02-2020","0","1"
"154","2","3","23-01-2020","19-02-2020","0","0"
"155","4","1","08-02-2020","04-03-2020","1","1"
"156","5","4","14-02-2020","29-02-2020","0","1"
"157","2","5","25-01-2020","04-02-2020","1","0"
"158","5","5","29-01-2020","29-01-2020","1","1"
"159","5","5","27-01-2020","25-02-2020","0","0"
"160","4","1","24-01-2020","26-01-2020","1","0"
"161","1","2","09-01-2020","20-01-2020","0","0"
"162","2","3","18-01-2020","06-02-2020","0","1"
"163","4","1","01-02-2020","12-02-2020","0","0"
"164","3","5","22-01-2020","06-02-2020","1","0"
"165","4","3","03-02-2020","11-02-2020","0","0"
"166","2","4","25-01-2020","19-02-2020","0","1"
"167","4","2","04-02-2020","24-02-2020","0","0"
"168","5","3","13-02-2020","13-03-2020","1","0"
"169","1","4","20-01-2020","16-02-2020","0","0"
"170","5","4","23-01-2020","06-02-2020","0","1"
"171","1","3","31-01-2020","22-02-2020","0","1"
"172","2","4","01-02-2020","11-02-2020","1","0"
"173","5","3","11-02-2020","16-02-2020","1","0"
"174","4","4","03-02-2020","17-02-2020","0","1"
"175","1","3","12-02-2020","09-03-2020","0","0"
"176","2","4","24-02-2020","23-03-2020","1","1"
"177","3","2","06-02-2020","26-02-2020","0","1"
"178","1","2","23-02-2020","14-03-2020","1","0"
"179","4","1","04-02-2020","12-02-2020","1","1"
"180","1","4","20-01-2020","30-01-2020","0","0"
"181","4","1","05-02-2020","17-02-2020","1","0"
"182","3","5","23-01-2020","02-02-2020","0","0"
"183","2","1","05-02-2020","03-03-2020","0","1"
"184","2","3","04-02-2020","21-02-2020","0","0"
"185","5","4","28-02-2020","16-03-2020","1","0"
"186","2","2","26-01-2020","20-02-2020","0","0"
"187","1","3","01-02-2020","25-02-2020","0","1"
"188","1","1","08-02-2020","15-02-2020","0","0"
"189","4","5","16-01-2020","16-01-2020","1","0"
"190","5","1","19-02-2020","13-03-2020","0","0"
"191","5","3","22-01-2020","10-02-2020","0","1"
"192","5","2","27-01-2020","03-02-2020","0","1"
"193","5","2","26-01-2020","13-02-2020","1","0"
"194","4","5","26-02-2020","27-02-2020","1","0"
"195","4","4","08-02-2020","11-02-2020","0","1"
"196","5","1","10-02-2020","15-02-2020","0","0"
"197","2","4","03-02-2020","21-02-2020","1","1"
"198","3","1","09-02-2020","22-02-2020","0","1"
"199","2","1","31-01-2020","17-02-2020","1","0"
"200","1","4","10-02-2020","27-02-2020","1","1"
"201","4","1","19-01-2020","25-01-2020","0","0"
"202","2","2","18-01-2020","23-01-2020","1","0"
"203","5","3","18-01-2020","23-01-2020","0","0"
"204","1","3","31-01-2020","31-01-2020","0","1"
"205","2","4","20-01-2020","11-02-2020","0","0"
"206","2","3","13-01-2020","27-01-2020","1","0"
"207","4","3","10-02-2020","15-02-2020","0","0"
"208","2","2","25-01-2020","25-01-2020","0","1"
"209","4","2","31-01-2020","18-02-2020","0","0"
"210","5","2","28-01-2020","17-02-2020","1","0"
"211","1","1","13-02-2020","22-02-2020","0","0"
"212","2","1","02-02-2020","28-02-2020","0","1"
"213","3","2","23-01-2020","10-02-2020","0","1"
"214","2","2","25-01-2020","25-01-2020","1","0"
"215","2","2","12-02-2020","28-02-2020","1","0"
"216","3","5","13-01-2020","05-02-2020","0","1"
"217","1","5","15-01-2020","09-02-2020","0","0"
"218","5","1","23-02-2020","19-03-2020","1","1"
"219","2","2","16-01-2020","02-02-2020","0","1"
"220","2","4","09-02-2020","19-02-2020","1","0"
"221","4","2","01-02-2020","25-02-2020","1","1"
"222","1","1","17-01-2020","30-01-2020","0","0"
"223","4","5","29-01-2020","09-02-2020","1","0"
"224","2","2","04-02-2020","21-02-2020","0","0"
"225","3","3","02-02-2020","24-02-2020","0","1"
"226","2","1","27-01-2020","25-02-2020","0","0"
"227","1","1","12-01-2020","16-01-2020","1","0"
"228","4","3","09-02-2020","26-02-2020","0","0"
"229","5","4","25-01-2020","13-02-2020","0","1"
"230","3","1","11-02-2020","06-03-2020","0","0"
"231","3","5","04-02-2020","17-02-2020","1","0"
"232","4","5","18-01-2020","08-02-2020","0","0"
"233","2","3","29-01-2020","10-02-2020","0","1"
"234","2","3","25-01-2020","09-02-2020","0","1"
"235","1","1","09-01-2020","20-01-2020","1","0"
"236","4","1","19-02-2020","27-02-2020","1","0"
"237","1","3","24-01-2020","01-02-2020","0","1"
"238","4","4","07-02-2020","15-02-2020","0","0"
"239","4","1","23-01-2020","19-02-2020","1","1"
"240","2","4","04-02-2020","27-02-2020","0","1"
"241","4","3","25-01-2020","26-01-2020","1","0"
"242","3","5","17-02-2020","09-03-2020","1","1"
"243","1","2","04-01-2020","17-01-2020","0","0"
"244","1","5","23-02-2020","25-02-2020","1","0"
"245","3","4","14-02-2020","11-03-2020","0","0"
"246","1","2","14-02-2020","13-03-2020","0","1"
"247","3","3","12-01-2020","23-01-2020","0","0"
"248","4","1","18-02-2020","06-03-2020","1","0"
"249","5","5","10-02-2020","22-02-2020","0","0"
"250","3","2","01-02-2020","19-02-2020","0","1"
"251","2","5","11-01-2020","03-02-2020","0","0"
"252","4","1","07-02-2020","16-02-2020","1","0"
"253","4","4","24-02-2020","21-03-2020","0","0"
"254","1","4","15-01-2020","16-01-2020","0","1"
"255","4","3","30-01-2020","23-02-2020","0","1"
"256","3","1","11-02-2020","01-03-2020","1","0"
"257","5","2","11-02-2020","27-02-2020","1","0"
"258","1","5","01-02-2020","29-02-2020","0","1"
"259","2","3","06-01-2020","23-01-2020","0","0"
"260","4","5","18-02-2020","09-03-2020","1","1"
"261","2","2","08-02-2020","08-03-2020","0","1"
"262","3","3","14-01-2020","01-02-2020","1","0"
"263","2","5","17-01-2020","13-02-2020","1","1"
"264","4","1","01-02-2020","10-02-2020","0","0"
"265","1","3","29-01-2020","23-02-2020","1","0"
"266","3","4","05-02-2020","05-03-2020","0","0"
"267","3","5","25-01-2020","06-02-2020","0","1"
"268","4","1","13-01-2020","16-01-2020","0","0"
"269","5","5","31-01-2020","23-02-2020","1","0"
"270","4","2","25-01-2020","16-02-2020","0","0"
"271","3","2","17-01-2020","22-01-2020","0","1"
"272","2","4","17-01-2020","20-01-2020","0","0"
"273","2","4","06-02-2020","18-02-2020","1","0"
"274","1","3","15-01-2020","12-02-2020","0","0"
"275","2","5","29-01-2020","15-02-2020","0","1"
"276","1","4","11-01-2020","15-01-2020","0","1"
"277","1","2","24-02-2020","02-03-2020","1","0"
"278","1","4","04-02-2020","26-02-2020","1","0"
"279","4","4","31-01-2020","08-02-2020","0","1"
"280","2","5","25-01-2020","13-02-2020","0","0"
"281","2","4","08-01-2020","06-02-2020","1","1"
"282","1","5","22-02-2020","29-02-2020","0","1"
"283","1","1","01-02-2020","08-02-2020","1","0"
"284","1","2","01-03-2020","28-03-2020","1","1"
"285","3","3","05-02-2020","03-03-2020","0","0"
"286","4","4","04-01-2020","31-01-2020","1","0"
"287","1","4","06-02-2020","28-02-2020","0","0"
"288","4","4","28-01-2020","06-02-2020","0","1"
"289","3","3","28-02-2020","11-03-2020","0","0"
"290","4","1","18-01-2020","29-01-2020","1","0"
"291","5","5","02-02-2020","17-02-2020","0","0"
"292","1","3","03-02-2020","10-02-2020","0","1"
"293","5","1","23-01-2020","21-02-2020","0","0"
"294","2","1","03-02-2020","13-02-2020","1","0"
"295","2","5","28-01-2020","20-02-2020","0","0"
"296","5","5","18-01-2020","19-01-2020","0","1"
"297","1","5","03-02-2020","11-02-2020","0","1"
"298","4","4","08-02-2020","04-03-2020","1","0"
"299","3","2","09-02-2020","12-02-2020","1","0"
"300","2","3","12-02-2020","24-02-2020","0","1"
"301","3","3","03-02-2020","27-02-2020","0","0"
"302","1","2","13-02-2020","13-03-2020","1","1"
"303","1","2","10-02-2020","26-02-2020","0","1"
"304","5","3","11-02-2020","06-03-2020","1","0"
"305","1","2","09-02-2020","27-02-2020","1","1"
"306","4","1","11-02-2020","22-02-2020","0","0"
"307","5","2","28-01-2020","12-02-2020","1","0"
"308","3","1","18-01-2020","12-02-2020","0","0"
"309","5","1","07-02-2020","26-02-2020","0","1"
"310","5","1","14-02-2020","27-02-2020","0","0"
"311","3","4","22-01-2020","10-02-2020","1","0"
"312","5","2","08-02-2020","08-02-2020","0","0"
"313","3","2","25-02-2020","14-03-2020","0","1"
"314","1","2","31-01-2020","07-02-2020","0","0"
"315","3","5","06-02-2020","10-02-2020","1","0"
"316","4","5","08-02-2020","01-03-2020","0","0"
"317","2","3","23-01-2020","11-02-2020","0","1"
"318","4","4","17-01-2020","10-02-2020","0","1"
"319","1","5","08-01-2020","24-01-2020","1","0"
"320","3","2","24-01-2020","06-02-2020","1","0"
"321","3","2","05-02-2020","23-02-2020","0","1"
"322","5","4","25-01-2020","19-02-2020","0","0"
"323","1","2","18-02-2020","03-03-2020","1","1"
"324","1","3","03-02-2020","01-03-2020","0","1"
"325","2","2","05-02-2020","03-03-2020","1","0"
"326","4","5","07-02-2020","03-03-2020","1","1"
"327","5","2","04-02-2020","24-02-2020","0","0"
"328","3","4","13-02-2020","14-02-2020","1","0"
"329","5","2","17-01-2020","14-02-2020","0","0"
"330","5","1","28-01-2020","16-02-2020","0","1"
"331","5","5","21-01-2020","23-01-2020","0","0"
"332","5","1","16-02-2020","28-02-2020","1","0"
"333","5","5","30-01-2020","05-02-2020","0","0"
"334","2","2","30-01-2020","28-02-2020","0","1"
"335","2","5","23-01-2020","31-01-2020","0","0"
"336","2","1","31-01-2020","31-01-2020","1","0"
"337","3","3","07-02-2020","28-02-2020","0","0"
"338","3","1","10-02-2020","05-03-2020","0","1"
"339","2","3","24-01-2020","08-02-2020","0","1"
"340","4","2","26-01-2020","11-02-2020","1","0"
"341","5","1","16-02-2020","07-03-2020","1","0"
"342","1","5","27-01-2020","12-02-2020","0","1"
"343","2","5","23-01-2020","12-02-2020","0","0"
"344","1","5","27-01-2020","18-02-2020","1","1"
"345","4","1","03-01-2020","24-01-2020","0","1"
"346","4","1","13-02-2020","04-03-2020","1","0"
"347","1","2","03-02-2020","16-02-2020","1","1"
"348","3","1","30-01-2020","17-02-2020","0","0"
"349","3","3","29-01-2020","10-02-2020","1","0"
"350","2","2","18-01-2020","25-01-2020","0","0"
"351","3","4","17-01-2020","26-01-2020","0","1"
"352","5","4","08-02-2020","29-02-2020","0","0"
"353","3","3","07-01-2020","01-02-2020","1","0"
"354","5","5","20-02-2020","11-03-2020","0","0"
"355","3","3","17-02-2020","06-03-2020","0","1"
"356","5","4","22-01-2020","12-02-2020","0","0"
"357","4","2","18-02-2020","23-02-2020","1","0"
"358","3","2","23-01-2020","17-02-2020","0","0"
"359","2","2","24-01-2020","12-02-2020","0","1"
"360","5","5","24-01-2020","26-01-2020","0","1"
"361","5","5","11-02-2020","06-03-2020","1","0"
"362","5","1","18-02-2020","19-02-2020","1","0"
"363","5","1","10-01-2020","30-01-2020","0","1"
"364","4","2","08-02-2020","25-02-2020","0","0"
"365","2","4","27-01-2020","12-02-2020","1","1"
"366","2","4","11-02-2020","02-03-2020","0","1"
"367","3","3","26-02-2020","26-02-2020","1","0"
"368","1","5","08-02-2020","20-02-2020","1","1"
"369","4","3","14-02-2020","20-02-2020","0","0"
"370","5","2","08-02-2020","07-03-2020","1","0"
"371","5","2","12-02-2020","25-02-2020","0","0"
"372","2","2","16-01-2020","19-01-2020","0","1"
"373","5","3","11-02-2020","01-03-2020","0","0"
"374","2","1","24-01-2020","31-01-2020","1","0"
"375","1","1","23-01-2020","11-02-2020","0","0"
"376","5","3","18-01-2020","01-02-2020","0","1"
"377","4","3","18-02-2020","14-03-2020","0","0"
"378","2","5","19-01-2020","07-02-2020","1","0"
"379","5","4","29-01-2020","23-02-2020","0","0"
"380","1","2","19-01-2020","16-02-2020","0","1"
"381","1","4","09-02-2020","10-02-2020","0","1"
"382","4","2","08-01-2020","10-01-2020","1","0"
"383","2","3","23-02-2020","21-03-2020","1","0"
"384","3","3","13-01-2020","29-01-2020","0","1"
"385","2","5","08-02-2020","08-03-2020","0","0"
"386","1","3","03-02-2020","20-02-2020","1","1"
"387","1","2","26-01-2020","03-02-2020","0","1"
"388","3","4","04-02-2020","27-02-2020","1","0"
"389","4","2","20-01-2020","26-01-2020","1","1"
"390","2","5","23-01-2020","19-02-2020","0","0"
"391","3","5","13-02-2020","23-02-2020","1","0"
"392","2","1","30-01-2020","30-01-2020","0","0"
"393","2","1","06-02-2020","14-02-2020","0","1"
"394","4","1","31-01-2020","28-02-2020","0","0"
"395","1","5","06-02-2020","24-02-2020","1","0"
"396","3","4","25-01-2020","12-02-2020","0","0"
"397","4","5","31-01-2020","10-02-2020","0","1"
"398","3","5","28-01-2020","01-02-2020","0","0"
"399","3","1","24-01-2020","07-02-2020","1","0"
"400","4","1","29-01-2020","29-01-2020","0","0"
"401","1","1","12-01-2020","23-01-2020","0","1"
"402","2","1","10-01-2020","03-02-2020","0","1"
"403","3","5","12-02-2020","10-03-2020","1","0"
"404","5","4","13-01-2020","26-01-2020","1","0"
"405","4","3","20-01-2020","10-02-2020","0","1"
"406","5","5","03-02-2020","03-02-2020","0","0"
"407","3","2","07-02-2020","21-02-2020","1","1"
"408","5","2","26-01-2020","14-02-2020","0","1"
"409","5","1","10-02-2020","07-03-2020","1","0"
"410","2","4","11-01-2020","06-02-2020","1","1"
"411","2","3","13-02-2020","04-03-2020","0","0"
"412","4","2","24-01-2020","02-02-2020","1","0"
"413","3","3","02-02-2020","27-02-2020","0","0"
"414","1","3","10-01-2020","25-01-2020","0","1"
"415","5","3","06-02-2020","20-02-2020","0","0"
"416","1","4","08-02-2020","23-02-2020","1","0"
"417","1","1","06-01-2020","07-01-2020","0","0"
"418","1","5","18-01-2020","09-02-2020","0","1"
"419","1","1","17-01-2020","12-02-2020","0","0"
"420","2","2","13-02-2020","20-02-2020","1","0"
"421","3","2","27-01-2020","03-02-2020","0","0"
"422","1","4","06-02-2020","24-02-2020","0","1"
"423","4","1","08-02-2020","08-02-2020","0","1"
"424","1","1","06-02-2020","16-02-2020","1","0"
"425","3","5","19-01-2020","15-02-2020","1","0"
"426","1","4","09-02-2020","03-03-2020","0","1"
"427","4","1","20-02-2020","02-03-2020","0","0"
"428","2","4","21-01-2020","11-02-2020","1","1"
"429","5","3","29-01-2020","01-02-2020","0","1"
"430","2","1","24-01-2020","26-01-2020","1","0"
"431","3","4","27-01-2020","14-02-2020","1","1"
"432","1","1","01-02-2020","02-02-2020","0","0"
"433","4","3","15-02-2020","10-03-2020","1","0"
"434","5","1","05-02-2020","15-02-2020","0","0"
"435","3","4","10-01-2020","28-01-2020","0","1"
"436","3","5","10-01-2020","04-02-2020","0","0"
"437","1","1","29-01-2020","20-02-2020","1","0"
"438","4","4","29-01-2020","11-02-2020","0","0"
"439","3","4","25-02-2020","19-03-2020","0","1"
"440","5","3","03-02-2020","18-02-2020","0","0"
"441","4","2","24-01-2020","10-02-2020","1","0"
"442","1","4","10-02-2020","07-03-2020","0","0"
"443","2","3","07-02-2020","11-02-2020","0","1"
"444","3","1","16-01-2020","27-01-2020","0","1"
"445","2","5","15-02-2020","19-02-2020","1","0"
"446","3","5","14-02-2020","14-03-2020","1","0"
"447","5","4","09-01-2020","10-01-2020","0","1"
"448","3","3","15-02-2020","11-03-2020","0","0"
"449","3","3","21-01-2020","05-02-2020","1","1"
"450","3","5","09-02-2020","12-02-2020","0","1"
"451","1","5","15-02-2020","14-03-2020","1","0"
"452","2","3","21-01-2020","09-02-2020","1","1"
"453","1","1","09-02-2020","24-02-2020","0","0"
"454","2","3","07-02-2020","08-02-2020","1","0"
"455","1","4","11-01-2020","18-01-2020","0","0"
"456","2","5","23-01-2020","25-01-2020","0","1"
"457","1","2","12-02-2020","26-02-2020","0","0"
"458","4","1","24-01-2020","26-01-2020","1","0"
"459","3","3","17-01-2020","29-01-2020","0","0"
"460","3","4","04-02-2020","06-02-2020","0","1"
"461","1","4","31-01-2020","02-02-2020","0","0"
"462","1","2","14-02-2020","03-03-2020","1","0"
"463","4","3","12-02-2020","07-03-2020","0","0"
"464","1","1","14-02-2020","22-02-2020","0","1"
"465","4","4","06-02-2020","19-02-2020","0","1"
"466","1","4","27-01-2020","05-02-2020","1","0"
"467","3","3","07-02-2020","15-02-2020","1","0"
"468","4","1","07-02-2020","07-02-2020","0","1"
"469","2","1","01-02-2020","22-02-2020","0","0"
"470","3","4","20-01-2020","25-01-2020","1","1"
"471","2","1","27-01-2020","17-02-2020","0","1"
"472","4","5","05-02-2020","02-03-2020","1","0"
"473","5","4","16-02-2020","20-02-2020","1","1"
"474","3","4","15-01-2020","13-02-2020","0","0"
"475","2","1","11-01-2020","11-01-2020","1","0"
"476","3","1","27-02-2020","29-02-2020","0","0"
"477","3","5","10-01-2020","30-01-2020","0","1"
"478","3","1","04-02-2020","24-02-2020","0","0"
"479","3","1","27-01-2020","10-02-2020","1","0"
"480","2","3","24-02-2020","05-03-2020","0","0"
"481","1","5","30-01-2020","22-02-2020","0","1"
"482","3","2","30-01-2020","23-02-2020","0","0"
"483","5","5","29-01-2020","12-02-2020","1","0"
"484","3","3","14-02-2020","20-02-2020","0","0"
"485","2","2","24-01-2020","12-02-2020","0","1"
"486","3","2","20-01-2020","30-01-2020","0","1"
"487","3","4","04-02-2020","19-02-2020","1","0"
"488","5","3","16-01-2020","10-02-2020","1","0"
"489","4","3","09-02-2020","20-02-2020","0","1"
"490","5","4","01-02-2020","10-02-2020","0","0"
"491","3","2","24-01-2020","20-02-2020","1","1"
"492","1","5","19-01-2020","11-02-2020","0","1"
"493","4","4","23-01-2020","05-02-2020","1","0"
"494","5","3","08-02-2020","11-02-2020","1","1"
"495","5","1","26-01-2020","09-02-2020","0","0"
"496","3","2","10-01-2020","17-01-2020","1","0"
"497","5","5","28-02-2020","17-03-2020","0","0"
"498","1","4","25-01-2020","07-02-2020","0","1"
"499","5","4","05-01-2020","15-01-2020","0","0"
"500","2","1","01-02-2020","06-02-2020","1","0"
"1","3","2","15-01-2020","16-01-2020","0","0"
"2","3","3","10-02-2020","21-02-2020","0","1"
"3","5","3","07-03-2020","24-03-2020","0","0"
"4","5","3","14-02-2020","02-03-2020","1","0"
"5","3","1","31-01-2020","05-02-2020","0","0"
"6","1","4","01-03-2020","25-03-2020","0","1"
"7","2","4","21-02-2020","26-02-2020","0","1"
"8","1","5","13-02-2020","16-02-2020","1","0"
"9","4","5","04-02-2020","19-02-2020","1","0"
"10","3","2","31-01-2020","02-02-2020","0","1"
"11","2","1","31-01-2020","20-02-2020","0","0"
"12","1","1","18-01-2020","27-01-2020","1","1"
"13","2","5","25-01-2020","21-02-2020","0","1"
"14","1","5","05-02-2020","05-02-2020","1","0"
"15","1","3","24-02-2020","11-03-2020","1","1"
"16","4","4","17-02-2020","05-03-2020","0","0"
"17","2","2","24-02-2020","05-03-2020","1","0"
"18","1","3","20-02-2020","10-03-2020","0","0"
"19","2","2","16-02-2020","22-02-2020","0","1"
"20","2","5","11-03-2020","21-03-2020","0","0"
"21","3","2","23-02-2020","26-02-2020","1","0"
"22","4","3","22-02-2020","22-02-2020","0","0"
"23","1","1","13-03-2020","28-03-2020","0","1"
"24","2","1","07-03-2020","27-03-2020","0","0"
"25","5","3","17-02-2020","17-03-2020","1","0"
"26","3","1","18-02-2020","08-03-2020","0","0"
"27","4","4","26-01-2020","20-02-2020","0","1"
"28","4","5","21-02-2020","23-02-2020","0","1"
"29","2","3","18-02-2020","28-02-2020","1","0"
"30","2","1","27-02-2020","23-03-2020","1","0"
"31","3","3","13-02-2020","25-02-2020","0","1"
"32","4","1","08-02-2020","15-02-2020","0","0"
"33","3","5","06-03-2020","27-03-2020","1","1"
"34","2","3","26-02-2020","26-02-2020","0","1"
"35","4","2","09-03-2020","16-03-2020","1","0"
"36","2","4","26-02-2020","19-03-2020","1","1"
"37","1","4","25-02-2020","26-02-2020","0","0"
"38","5","1","22-02-2020","22-02-2020","1","0"
"39","5","5","27-01-2020","22-02-2020","0","0"
"40","2","2","22-02-2020","04-03-2020","0","1"
"41","5","1","24-03-2020","31-03-2020","0","0"
"42","4","4","04-02-2020","28-02-2020","1","0"
"43","2","2","03-03-2020","03-03-2020","0","0"
"44","3","4","21-02-2020","18-03-2020","0","1"
"45","2","1","01-03-2020","21-03-2020","0","0"
"46","1","2","17-02-2020","15-03-2020","1","0"
"47","5","5","29-01-2020","01-02-2020","0","0"
"48","5","1","02-02-2020","29-02-2020","0","1"
"49","2","4","02-02-2020","11-02-2020","0","1"
"50","2","5","26-02-2020","07-03-2020","1","0"
"51","1","2","17-02-2020","17-02-2020","1","0"
"52","5","3","03-02-2020","29-02-2020","0","1"
"53","4","1","02-02-2020","04-02-2020","0","0"
"54","4","2","22-02-2020","20-03-2020","1","1"
"55","5","2","19-02-2020","14-03-2020","0","1"
"56","4","1","24-01-2020","15-02-2020","1","0"
"57","5","2","28-02-2020","18-03-2020","1","1"
"58","3","1","18-02-2020","24-02-2020","0","0"
"59","3","3","04-03-2020","04-03-2020","1","0"
"60","5","3","23-01-2020","04-02-2020","0","0"
"61","4","5","04-02-2020","09-02-2020","0","1"
"62","2","1","27-02-2020","14-03-2020","0","0"
"63","1","3","18-02-2020","06-03-2020","1","0"
"64","2","4","06-02-2020","23-02-2020","0","0"
"65","1","2","28-02-2020","27-03-2020","0","1"
"66","1","1","26-02-2020","24-03-2020","0","0"
"67","3","4","23-02-2020","28-02-2020","1","0"
"68","3","1","10-03-2020","05-04-2020","0","0"
"69","1","2","03-03-2020","05-03-2020","0","1"
"70","3","5","07-02-2020","13-02-2020","0","1"
"71","1","2","10-02-2020","04-03-2020","1","0"
"72","3","1","02-03-2020","03-03-2020","1","0"
