"id_","t_date","t_type","t_amt","has_credit_card","account_type"
"460","21-02-2020","deposit","126","No","Current"
"460","26-02-2020","purchase","467","No","Current"
"460","25-02-2020","withdrawal","483","No","Current"
"328","30-01-2020","purchase","519","Yes","Savings"
"328","03-04-2020","deposit","726","Yes","Current"
"328","01-03-2020","deposit","721","Yes","Savings"
"328","05-03-2020","deposit","106","Yes","Savings"
"328","31-03-2020","purchase","424","No","Savings"
"328","19-03-2020","deposit","493","No","Savings"
"328","10-04-2020","purchase","582","No","Current"
"328","18-03-2020","deposit","418","No","Savings"
"328","10-02-2020","withdrawal","443","Yes","Savings"
"328","03-02-2020","purchase","639","Yes","Current"
"328","28-01-2020","purchase","409","Yes","Savings"
"328","22-01-2020","withdrawal","697","No","Savings"
"328","22-02-2020","withdrawal","181","No","Current"
"328","04-03-2020","withdrawal","688","Yes","Savings"
"328","20-02-2020","purchase","931","No","Salary"
"328","14-03-2020","withdrawal","819","Yes","Salary"
"328","10-03-2020","purchase","499","Yes","NRI"
"328","04-03-2020","purchase","585","Yes","Savings"
"407","04-04-2020","purchase","407","No","NRI"
"407","01-04-2020","purchase","999","No","Salary"
"407","03-04-2020","purchase","969","No","Current"
"407","04-02-2020","deposit","643","No","Current"
"407","23-01-2020","withdrawal","821","No","Current"
"407","05-02-2020","purchase","604","No","Savings"
"407","16-03-2020","withdrawal","946","Yes","Current"
"407","25-01-2020","deposit","24","No","Savings"
"351","12-01-2020","purchase","583","Yes","Savings"
"351","18-02-2020","deposit","228","No","Savings"
"351","25-02-2020","withdrawal","544","No","Savings"
"351","31-01-2020","withdrawal","649","No","Current"
"351","13-02-2020","withdrawal","729","No","Savings"
"351","19-02-2020","purchase","578","Yes","Savings"
"351","27-03-2020","withdrawal","327","Yes","Current"
"351","03-01-2020","deposit","371","Yes","Savings"
"458","17-02-2020","withdrawal","463","No","Current"
"458","14-02-2020","withdrawal","905","No","Savings"
"339","24-02-2020","deposit","222","Yes","Salary"
"339","15-02-2020","deposit","811","No","Salary"
"339","06-02-2020","withdrawal","717","Yes","NRI"
"339","06-03-2020","purchase","68","Yes","Savings"
"339","17-01-2020","purchase","7","Yes","NRI"
"339","14-01-2020","purchase","173","No","Salary"
"339","23-03-2020","withdrawal","813","No","Current"
"339","24-02-2020","deposit","538","No","Current"
"339","15-03-2020","withdrawal","45","No","Current"
"339","24-01-2020","deposit","136","No","Savings"
"339","16-02-2020","deposit","251","No","Current"
"339","07-03-2020","deposit","548","Yes","Savings"
"339","31-01-2020","purchase","903","No","Savings"
"339","02-02-2020","deposit","994","Yes","Savings"
"339","09-03-2020","purchase","85","No","Savings"
"339","24-02-2020","purchase","231","No","Current"
"496","11-02-2020","withdrawal","989","No","Savings"
"496","22-02-2020","withdrawal","581","No","Savings"
"496","14-03-2020","deposit","650","Yes","Current"
"496","19-02-2020","purchase","939","Yes","Savings"
"496","19-02-2020","withdrawal","614","Yes","Current"
"291","10-04-2020","purchase","697","No","Savings"
"291","01-04-2020","deposit","8","No","Salary"
"291","14-04-2020","deposit","290","Yes","Salary"
"50","18-02-2020","purchase","240","No","NRI"
"50","14-04-2020","purchase","60","Yes","Savings"
"50","01-03-2020","deposit","249","Yes","NRI"
"50","31-01-2020","deposit","32","Yes","Salary"
"50","20-03-2020","withdrawal","21","No","Current"
"50","24-03-2020","purchase","564","No","Current"
"50","10-03-2020","deposit","640","No","Current"
"50","13-03-2020","purchase","324","No","Savings"
"50","02-02-2020","withdrawal","774","No","Current"
"50","24-04-2020","deposit","235","No","Savings"
"50","08-02-2020","withdrawal","870","Yes","Savings"
"50","22-03-2020","deposit","969","No","Savings"
"50","13-02-2020","deposit","279","Yes","Savings"
"265","23-03-2020","purchase","835","No","Current"
"265","05-02-2020","purchase","161","No","Savings"
"265","10-02-2020","purchase","193","No","Savings"
"265","03-03-2020","deposit","280","No","Current"
"265","07-03-2020","deposit","36","Yes","Savings"
"265","05-04-2020","deposit","644","Yes","Current"
"265","26-03-2020","withdrawal","881","Yes","Savings"
"265","08-03-2020","deposit","483","No","Salary"
"265","18-01-2020","deposit","2","No","Salary"
"265","17-02-2020","purchase","73","Yes","NRI"
"265","14-02-2020","purchase","577","Yes","Savings"
"265","28-02-2020","withdrawal","452","No","NRI"
"265","10-01-2020","deposit","92","No","Salary"
"265","14-01-2020","withdrawal","818","No","Current"
"265","09-03-2020","deposit","531","No","Current"
"265","27-03-2020","deposit","89","Yes","Current"
"265","16-03-2020","purchase","257","Yes","Savings"
"265","29-03-2020","withdrawal","557","Yes","Current"
"266","05-02-2020","deposit","804","No","Savings"
"266","12-03-2020","purchase","668","No","Savings"
"266","01-04-2020","withdrawal","507","Yes","Savings"
"266","15-04-2020","deposit","858","No","Savings"
"93","09-04-2020","withdrawal","218","Yes","Current"
"93","27-03-2020","withdrawal","154","Yes","Savings"
"93","16-02-2020","deposit","807","Yes","Savings"
"93","09-02-2020","purchase","366","No","Current"
"93","20-03-2020","deposit","993","No","Savings"
"93","13-02-2020","purchase","16","No","Savings"
"93","27-02-2020","deposit","429","No","Current"
"93","20-01-2020","withdrawal","593","No","Savings"
"93","18-01-2020","deposit","435","No","Salary"
"93","30-03-2020","purchase","279","Yes","Salary"
"93","01-02-2020","withdrawal","717","No","NRI"
"93","23-02-2020","withdrawal","462","Yes","Savings"
"93","08-02-2020","deposit","394","No","NRI"
"93","21-02-2020","deposit","635","No","Salary"
"93","29-03-2020","withdrawal","477","No","Current"
"1","05-03-2020","purchase","612","No","Current"
"1","17-03-2020","deposit","324","Yes","Current"
"1","19-03-2020","purchase","664","Yes","Savings"
"267","21-03-2020","withdrawal","501","Yes","Current"
"267","13-04-2020","deposit","351","No","Savings"
"267","11-02-2020","withdrawal","523","No","Savings"
"267","30-01-2020","withdrawal","660","Yes","Savings"
"267","08-03-2020","purchase","880","Yes","Savings"
"267","10-04-2020","deposit","530","No","Current"
"267","04-04-2020","deposit","996","No","Savings"
"267","31-01-2020","deposit","632","No","Savings"
"267","28-03-2020","withdrawal","289","No","Current"
"267","27-02-2020","withdrawal","530","Yes","Savings"
"267","27-02-2020","purchase","325","Yes","Current"
"267","21-03-2020","withdrawal","729","Yes","Savings"
"267","04-04-2020","deposit","917","No","Salary"
"267","29-01-2020","purchase","196","No","Salary"
"267","17-03-2020","withdrawal","970","Yes","NRI"
"267","20-02-2020","purchase","497","No","Savings"
"267","06-03-2020","deposit","201","Yes","NRI"
"366","24-02-2020","withdrawal","147","Yes","Salary"
"366","23-02-2020","withdrawal","819","Yes","Current"
"366","12-02-2020","deposit","944","No","Current"
"366","03-02-2020","deposit","444","No","Current"
"366","05-02-2020","deposit","707","No","Savings"
"366","07-03-2020","purchase","270","No","Current"
"366","03-03-2020","withdrawal","401","No","Savings"
"366","14-03-2020","withdrawal","291","No","Savings"
"366","12-02-2020","withdrawal","530","Yes","Savings"
"366","27-03-2020","purchase","174","No","Savings"
"366","22-02-2020","withdrawal","756","Yes","Current"
"366","26-01-2020","withdrawal","308","No","Savings"
"366","22-02-2020","deposit","297","No","Savings"
"366","05-03-2020","purchase","19","No","Current"
"366","28-03-2020","withdrawal","57","No","Savings"
"366","25-01-2020","purchase","708","Yes","Current"
"366","04-02-2020","deposit","9","Yes","Savings"
"366","23-02-2020","purchase","760","Yes","Salary"
"366","03-04-2020","deposit","209","No","Salary"
"366","21-02-2020","deposit","569","No","NRI"
"92","22-03-2020","purchase","793","Yes","Savings"
"92","19-03-2020","purchase","50","Yes","NRI"
"89","16-04-2020","purchase","864","No","Salary"
"89","22-03-2020","withdrawal","418","No","Current"
"89","25-02-2020","withdrawal","788","No","Current"
"89","19-03-2020","withdrawal","757","No","Current"
"89","01-04-2020","deposit","415","Yes","Savings"
"89","20-04-2020","purchase","671","Yes","Current"
"89","14-02-2020","purchase","537","Yes","Savings"
"89","20-04-2020","withdrawal","360","No","Savings"
"89","06-04-2020","deposit","737","No","Savings"
"89","07-02-2020","withdrawal","86","Yes","Savings"
"89","23-03-2020","withdrawal","475","No","Current"
"89","08-03-2020","purchase","246","Yes","Savings"
"89","01-03-2020","deposit","922","Yes","Savings"
"89","08-04-2020","deposit","249","Yes","Current"
"89","17-02-2020","purchase","478","No","Savings"
"129","09-02-2020","withdrawal","376","No","Current"
"129","24-02-2020","purchase","986","No","Savings"
"129","11-02-2020","withdrawal","359","No","Salary"
"129","05-04-2020","withdrawal","867","No","Salary"
"129","12-02-2020","withdrawal","23","No","NRI"
"129","01-04-2020","withdrawal","593","Yes","Savings"
"129","27-01-2020","withdrawal","508","No","NRI"
"129","17-03-2020","deposit","669","Yes","Salary"
"129","07-04-2020","purchase","615","No","Current"
"129","15-02-2020","deposit","482","No","Current"
"129","06-03-2020","purchase","154","No","Current"
"129","28-03-2020","deposit","349","No","Savings"
"129","31-01-2020","deposit","406","Yes","Current"
"198","08-03-2020","purchase","15","Yes","Savings"
"198","16-02-2020","withdrawal","110","Yes","Savings"
"198","30-03-2020","purchase","221","No","Savings"
"198","20-03-2020","purchase","498","No","Savings"
"198","15-02-2020","deposit","303","Yes","Current"
"198","25-03-2020","purchase","553","Yes","Savings"
"198","21-03-2020","deposit","460","No","Savings"
"198","29-02-2020","withdrawal","598","No","Current"
"198","15-04-2020","deposit","496","No","Savings"
"198","17-03-2020","withdrawal","714","No","Savings"
"198","20-01-2020","purchase","143","Yes","Current"
"198","02-02-2020","purchase","248","Yes","Savings"
"198","16-02-2020","withdrawal","203","Yes","Salary"
"198","28-01-2020","deposit","716","No","Salary"
"26","13-03-2020","deposit","35","No","NRI"
"26","04-04-2020","withdrawal","456","Yes","Savings"
"26","13-04-2020","withdrawal","792","No","NRI"
"26","10-03-2020","withdrawal","381","Yes","Salary"
"26","26-01-2020","withdrawal","338","Yes","Current"
"26","11-03-2020","withdrawal","437","Yes","Current"
"26","06-02-2020","purchase","352","No","Current"
"26","26-01-2020","deposit","98","No","Savings"
"26","27-02-2020","withdrawal","300","No","Current"
"26","27-02-2020","withdrawal","17","No","Savings"
"26","06-03-2020","deposit","192","No","Savings"
"104","30-01-2020","withdrawal","328","No","Savings"
"104","29-03-2020","withdrawal","414","Yes","Savings"
"104","26-01-2020","purchase","46","No","Current"
"104","29-02-2020","deposit","76","Yes","Savings"
"104","25-03-2020","withdrawal","321","No","Savings"
"104","27-02-2020","deposit","985","No","Current"
"104","30-03-2020","deposit","838","No","Savings"
"104","24-02-2020","withdrawal","589","No","Current"
"466","27-02-2020","withdrawal","923","Yes","Savings"
"466","17-03-2020","deposit","63","Yes","Salary"
"466","19-03-2020","withdrawal","197","Yes","Salary"
"466","17-02-2020","withdrawal","288","No","NRI"
"466","11-02-2020","deposit","143","No","Savings"
"466","15-02-2020","purchase","991","Yes","NRI"
"454","01-02-2020","deposit","622","Yes","Salary"
"454","26-02-2020","deposit","852","No","Current"
"454","01-03-2020","withdrawal","471","No","Current"
"454","04-03-2020","deposit","411","No","Current"
"454","29-01-2020","purchase","881","No","Savings"
"454","10-03-2020","deposit","342","Yes","Current"
"454","28-01-2020","purchase","120","Yes","Savings"
"454","01-02-2020","deposit","678","Yes","Savings"
"454","31-03-2020","deposit","800","No","Savings"
"454","31-03-2020","purchase","883","No","Savings"
"454","16-01-2020","deposit","409","Yes","Current"
"454","01-03-2020","purchase","309","No","Savings"
"454","27-03-2020","deposit","48","Yes","Savings"
"117","28-01-2020","withdrawal","30","Yes","Current"
"117","14-02-2020","withdrawal","439","Yes","Savings"
"117","25-02-2020","purchase","479","No","Current"
"117","12-02-2020","deposit","727","No","Savings"
"117","20-03-2020","withdrawal","920","No","Salary"
"117","13-03-2020","deposit","430","No","Salary"
"46","20-04-2020","deposit","430","No","NRI"
"46","31-01-2020","deposit","661","No","Savings"
"46","04-03-2020","purchase","294","Yes","NRI"
"46","03-04-2020","deposit","631","No","Salary"
"46","23-03-2020","withdrawal","541","Yes","Current"
"46","14-04-2020","purchase","152","No","Current"
"46","03-03-2020","deposit","101","No","Current"
"46","01-04-2020","purchase","885","No","Savings"
"46","15-02-2020","purchase","104","No","Current"
"46","16-02-2020","deposit","970","Yes","Savings"
"46","24-01-2020","purchase","495","Yes","Savings"
"46","14-03-2020","purchase","574","Yes","Savings"
"96","03-01-2020","deposit","492","No","Savings"
"96","24-03-2020","withdrawal","417","No","Current"
"96","20-01-2020","purchase","303","Yes","Savings"
"96","21-01-2020","withdrawal","290","Yes","Savings"
"96","10-03-2020","withdrawal","545","No","Current"
"96","02-02-2020","deposit","445","No","Savings"
"96","24-01-2020","deposit","301","No","Current"
"96","08-03-2020","deposit","488","No","Savings"
"96","30-03-2020","purchase","211","Yes","Salary"
"96","04-03-2020","purchase","311","Yes","Salary"
"96","31-01-2020","deposit","95","Yes","NRI"
"96","13-02-2020","purchase","30","No","Savings"
"96","23-03-2020","withdrawal","490","No","NRI"
"96","16-02-2020","withdrawal","65","Yes","Salary"
"96","28-02-2020","deposit","31","No","Current"
"96","28-03-2020","deposit","891","Yes","Current"
"96","29-02-2020","deposit","108","Yes","Current"
"199","07-02-2020","deposit","672","Yes","Savings"
"199","06-03-2020","purchase","529","No","Current"
"199","01-02-2020","withdrawal","687","No","Savings"
"199","02-04-2020","withdrawal","661","No","Savings"
"199","07-04-2020","deposit","455","No","Savings"
"55","17-02-2020","deposit","139","No","Savings"
"55","15-02-2020","purchase","806","No","Current"
"55","23-03-2020","deposit","814","Yes","Savings"
"55","12-02-2020","withdrawal","570","No","Savings"
"55","06-04-2020","purchase","277","Yes","Current"
"55","02-04-2020","purchase","585","No","Savings"
"55","28-02-2020","deposit","597","No","Savings"
"55","15-02-2020","deposit","408","No","Current"
"55","03-03-2020","withdrawal","55","No","Savings"
"55","01-02-2020","purchase","558","Yes","Salary"
"443","22-03-2020","purchase","377","Yes","Salary"
"443","21-02-2020","withdrawal","57","Yes","NRI"
"443","31-03-2020","purchase","408","No","Savings"
"443","23-02-2020","withdrawal","592","No","NRI"
"443","02-03-2020","purchase","845","Yes","Salary"
"443","04-04-2020","deposit","348","Yes","Current"
"443","28-03-2020","deposit","561","No","Current"
"443","29-02-2020","deposit","599","No","Current"
"317","26-02-2020","deposit","363","No","Savings"
"317","09-04-2020","withdrawal","237","No","Current"
"52","15-02-2020","deposit","653","Yes","Savings"
"52","26-01-2020","deposit","232","Yes","Savings"
"52","05-02-2020","deposit","819","Yes","Savings"
"249","12-04-2020","withdrawal","170","No","Savings"
"249","02-03-2020","deposit","729","No","Current"
"122","07-04-2020","withdrawal","135","Yes","Savings"
"122","13-02-2020","deposit","88","No","Savings"
"122","27-03-2020","deposit","725","Yes","Current"
"122","24-04-2020","purchase","235","Yes","Savings"
"122","09-04-2020","deposit","992","Yes","Current"
"122","29-01-2020","purchase","83","No","Savings"
"122","28-03-2020","deposit","80","No","Salary"
"122","12-04-2020","deposit","7","No","Salary"
"122","18-03-2020","deposit","290","No","NRI"
"122","05-02-2020","purchase","150","No","Savings"
"122","11-04-2020","withdrawal","678","No","NRI"
"122","20-04-2020","deposit","51","Yes","Salary"
"122","23-04-2020","withdrawal","283","No","Current"
"59","13-02-2020","deposit","646","Yes","Current"
"59","09-02-2020","deposit","50","No","Current"
"59","15-04-2020","purchase","854","No","Savings"
"59","02-03-2020","withdrawal","105","No","Current"
"59","26-03-2020","withdrawal","433","No","Savings"
"59","07-02-2020","deposit","570","Yes","Savings"
"36","28-04-2020","purchase","564","Yes","Savings"
"36","16-03-2020","purchase","280","Yes","Savings"
"36","22-04-2020","deposit","560","No","Current"
"36","19-03-2020","deposit","421","No","Savings"
"36","09-02-2020","deposit","990","Yes","Savings"
"36","28-03-2020","deposit","524","Yes","Current"
"36","16-03-2020","deposit","86","No","Savings"
"36","28-04-2020","purchase","610","No","Current"
"36","12-02-2020","withdrawal","849","No","Savings"
"74","21-03-2020","deposit","89","No","Salary"
"238","10-04-2020","withdrawal","929","Yes","Salary"
"238","16-02-2020","deposit","161","Yes","NRI"
"238","18-01-2020","purchase","94","Yes","Savings"
"238","09-02-2020","deposit","585","No","NRI"
"238","12-04-2020","purchase","820","No","Salary"
"238","12-02-2020","withdrawal","278","Yes","Current"
"334","25-01-2020","deposit","244","No","Current"
"334","07-02-2020","deposit","706","Yes","Current"
"334","10-04-2020","withdrawal","811","Yes","Savings"
"334","19-03-2020","withdrawal","547","Yes","Current"
"334","23-02-2020","deposit","561","No","Savings"
"334","12-02-2020","deposit","280","No","Savings"
"334","03-03-2020","deposit","248","No","Savings"
"143","07-03-2020","withdrawal","574","No","Savings"
"143","29-02-2020","deposit","76","No","Current"
"143","21-04-2020","purchase","957","No","Savings"
"143","04-02-2020","purchase","343","Yes","Savings"
"143","22-04-2020","deposit","445","No","Current"
"143","09-04-2020","deposit","295","Yes","Savings"
"143","01-02-2020","deposit","483","No","Current"
"143","23-04-2020","purchase","823","No","Savings"
"143","15-03-2020","purchase","494","No","Salary"
"143","04-03-2020","deposit","24","No","Salary"
"143","02-04-2020","withdrawal","561","Yes","NRI"
"143","20-02-2020","deposit","602","Yes","Savings"
"143","24-04-2020","withdrawal","549","Yes","NRI"
"143","19-04-2020","purchase","333","No","Salary"
"143","25-03-2020","purchase","555","No","Current"
"406","04-04-2020","withdrawal","606","Yes","Current"
"406","04-03-2020","deposit","51","Yes","Current"
"406","06-04-2020","deposit","892","No","Savings"
"406","02-03-2020","deposit","177","No","Current"
"406","24-03-2020","deposit","394","No","Savings"
"406","09-03-2020","deposit","385","No","Savings"
"406","12-03-2020","withdrawal","114","Yes","Savings"
"406","10-04-2020","withdrawal","342","Yes","Savings"
"406","12-02-2020","withdrawal","424","Yes","Current"
"406","03-04-2020","withdrawal","262","No","Savings"
"406","03-03-2020","deposit","337","No","Savings"
"406","01-02-2020","deposit","829","Yes","Current"
"406","28-03-2020","deposit","236","No","Savings"
"406","15-02-2020","withdrawal","69","Yes","Savings"
"465","01-02-2020","withdrawal","766","Yes","Current"
"465","06-04-2020","purchase","156","Yes","Savings"
"465","25-03-2020","purchase","483","No","Salary"
"465","26-02-2020","deposit","821","No","Salary"
"465","11-02-2020","deposit","775","No","NRI"
"465","18-02-2020","withdrawal","34","No","Savings"
"465","22-02-2020","deposit","238","No","NRI"
"230","19-03-2020","deposit","527","No","Salary"
"230","24-03-2020","deposit","876","Yes","Current"
"230","09-02-2020","deposit","959","No","Current"
"230","06-04-2020","withdrawal","72","Yes","Current"
"230","02-03-2020","deposit","35","No","Savings"
"230","28-01-2020","withdrawal","176","No","Current"
"230","08-02-2020","withdrawal","108","No","Savings"
"230","25-02-2020","purchase","360","No","Savings"
"487","21-02-2020","deposit","165","Yes","Savings"
"487","25-01-2020","purchase","451","Yes","Savings"
"487","03-02-2020","withdrawal","118","Yes","Current"
"487","16-02-2020","deposit","421","No","Savings"
"487","05-02-2020","deposit","861","No","Savings"
"487","17-01-2020","deposit","24","Yes","Current"
"487","31-01-2020","purchase","556","Yes","Savings"
"487","22-02-2020","deposit","877","No","Current"
"487","05-02-2020","withdrawal","620","No","Savings"
"487","03-04-2020","purchase","965","No","Salary"
"487","24-03-2020","withdrawal","150","No","Salary"
"487","06-02-2020","purchase","702","Yes","NRI"
"487","18-01-2020","deposit","372","Yes","Savings"
"487","11-04-2020","deposit","473","Yes","NRI"
"346","04-04-2020","deposit","91","No","Salary"
"346","02-04-2020","withdrawal","124","No","Current"
"346","18-04-2020","purchase","282","Yes","Current"
"346","04-04-2020","withdrawal","440","No","Current"
"346","23-02-2020","withdrawal","600","Yes","Savings"
"346","03-04-2020","deposit","605","Yes","Current"
"346","15-04-2020","withdrawal","850","Yes","Savings"
"346","01-04-2020","withdrawal","790","No","Savings"
"346","14-02-2020","withdrawal","563","No","Savings"
"346","12-02-2020","withdrawal","805","No","Savings"
"346","02-04-2020","deposit","538","No","Current"
"346","09-04-2020","withdrawal","505","No","Savings"
"346","03-04-2020","purchase","993","No","Savings"
"356","15-02-2020","purchase","681","Yes","Current"
"356","26-03-2020","purchase","539","No","Savings"
"356","22-03-2020","purchase","654","Yes","Current"
"356","09-04-2020","withdrawal","644","No","Savings"
"356","22-01-2020","deposit","607","No","Salary"
"356","29-01-2020","withdrawal","783","No","Salary"
"356","09-04-2020","withdrawal","673","No","NRI"
"356","31-01-2020","purchase","444","Yes","Savings"
"356","22-02-2020","withdrawal","277","Yes","NRI"
"356","01-02-2020","withdrawal","752","Yes","Salary"
"356","13-01-2020","withdrawal","532","No","Current"
"356","17-01-2020","purchase","733","No","Current"
"356","25-03-2020","withdrawal","568","Yes","Current"
"356","13-03-2020","withdrawal","828","Yes","Savings"
"356","19-01-2020","withdrawal","553","No","Current"
"356","06-04-2020","deposit","953","No","Savings"
"356","11-02-2020","purchase","349","No","Savings"
"142","31-03-2020","purchase","435","No","Savings"
"142","11-03-2020","deposit","480","Yes","Savings"
"142","08-03-2020","deposit","55","Yes","Current"
"142","01-04-2020","deposit","646","Yes","Savings"
"142","27-01-2020","deposit","861","No","Savings"
"142","10-02-2020","withdrawal","441","No","Current"
"142","19-02-2020","purchase","497","Yes","Savings"
"142","04-03-2020","withdrawal","323","No","Current"
"81","22-02-2020","withdrawal","558","Yes","Savings"
"81","01-04-2020","purchase","224","Yes","Salary"
"81","29-03-2020","withdrawal","643","Yes","Salary"
"81","20-04-2020","purchase","473","No","NRI"
"81","04-03-2020","deposit","497","No","Savings"
"81","09-03-2020","deposit","741","No","NRI"
"81","10-03-2020","withdrawal","744","No","Salary"
"81","14-04-2020","deposit","494","No","Current"
"81","11-04-2020","purchase","65","No","Current"
"81","12-02-2020","purchase","802","Yes","Current"
"81","19-04-2020","withdrawal","610","No","Savings"
"128","16-04-2020","deposit","895","Yes","Current"
"128","11-02-2020","purchase","246","No","Savings"
"128","07-03-2020","purchase","319","No","Savings"
"128","21-03-2020","purchase","601","No","Savings"
"128","06-04-2020","purchase","321","No","Savings"
"128","29-02-2020","withdrawal","492","Yes","Current"
"128","04-02-2020","deposit","472","Yes","Savings"
"205","21-01-2020","withdrawal","451","Yes","Savings"
"205","14-02-2020","withdrawal","217","No","Current"
"205","24-01-2020","purchase","249","No","Savings"
"205","03-02-2020","deposit","767","Yes","Savings"
"205","02-02-2020","withdrawal","342","Yes","Current"
"205","12-01-2020","purchase","671","No","Savings"
"205","07-02-2020","withdrawal","432","No","Salary"
"205","07-01-2020","purchase","361","No","Salary"
"205","19-01-2020","deposit","743","No","NRI"
"205","22-02-2020","withdrawal","587","Yes","Savings"
"205","16-02-2020","deposit","745","Yes","NRI"
"205","14-01-2020","withdrawal","300","Yes","Salary"
"205","20-02-2020","deposit","560","No","Current"
"205","17-01-2020","deposit","895","No","Current"
"205","03-02-2020","deposit","683","Yes","Current"
"205","13-01-2020","withdrawal","296","No","Savings"
"205","15-03-2020","purchase","144","Yes","Current"
"205","15-02-2020","deposit","116","Yes","Savings"
"380","30-01-2020","purchase","520","Yes","Savings"
"380","28-03-2020","withdrawal","758","No","Savings"
"380","26-03-2020","deposit","77","No","Savings"
"380","17-02-2020","deposit","230","No","Current"
"380","01-03-2020","purchase","336","No","Savings"
"380","20-03-2020","purchase","219","No","Savings"
"380","16-02-2020","deposit","833","No","Current"
"380","12-01-2020","purchase","433","Yes","Savings"
"380","28-02-2020","purchase","758","No","Current"
"380","17-01-2020","deposit","48","Yes","Savings"
"380","12-02-2020","withdrawal","919","No","Salary"
"380","17-01-2020","withdrawal","431","No","Salary"
"380","29-02-2020","withdrawal","18","No","NRI"
"380","20-03-2020","purchase","81","No","Savings"
"380","01-03-2020","purchase","864","Yes","NRI"
"387","13-04-2020","withdrawal","217","Yes","Salary"
"387","16-03-2020","deposit","721","Yes","Current"
"387","01-04-2020","deposit","808","No","Current"
"387","07-03-2020","deposit","761","No","Current"
"387","29-01-2020","deposit","889","Yes","Savings"
"387","12-04-2020","purchase","688","Yes","Current"
"95","28-03-2020","withdrawal","977","No","Savings"
"95","16-02-2020","deposit","706","No","Savings"
"95","05-01-2020","deposit","198","No","Savings"
"95","23-02-2020","deposit","911","No","Savings"
"95","26-02-2020","deposit","930","Yes","Current"
"95","22-03-2020","deposit","949","Yes","Savings"
"95","12-02-2020","withdrawal","622","Yes","Savings"
"95","24-02-2020","withdrawal","36","No","Current"
"95","27-02-2020","purchase","538","No","Savings"
"95","06-02-2020","withdrawal","608","Yes","Current"
"95","27-03-2020","deposit","978","No","Savings"
"95","30-03-2020","purchase","530","Yes","Salary"
"95","10-03-2020","deposit","387","Yes","Salary"
"95","07-03-2020","purchase","321","Yes","NRI"
"388","21-02-2020","purchase","781","No","Savings"
"388","21-01-2020","deposit","550","No","NRI"
"388","04-03-2020","deposit","472","No","Salary"
"388","11-01-2020","deposit","860","No","Current"
"388","04-02-2020","withdrawal","336","No","Current"
"388","01-04-2020","purchase","222","No","Current"
"91","31-03-2020","withdrawal","909","Yes","Savings"
"91","11-02-2020","deposit","426","No","Current"
"91","22-01-2020","deposit","343","Yes","Savings"
"91","17-02-2020","withdrawal","871","No","Savings"
"91","25-02-2020","deposit","485","No","Savings"
"91","30-03-2020","deposit","486","No","Savings"
"91","25-02-2020","purchase","501","No","Current"
"91","07-04-2020","deposit","165","Yes","Savings"
"91","10-02-2020","withdrawal","238","Yes","Savings"
"91","17-03-2020","deposit","23","Yes","Current"
"91","14-03-2020","purchase","322","No","Savings"
"91","01-03-2020","purchase","979","No","Current"
"91","10-02-2020","withdrawal","476","Yes","Savings"
"91","21-01-2020","purchase","883","Yes","Salary"
"91","22-01-2020","withdrawal","145","No","Salary"
"91","12-02-2020","deposit","796","No","NRI"
"91","08-02-2020","purchase","533","No","Savings"
"91","21-01-2020","withdrawal","218","No","NRI"
"144","07-02-2020","purchase","315","Yes","Salary"
"144","02-04-2020","purchase","763","Yes","Current"
"144","07-04-2020","withdrawal","444","Yes","Current"
"144","24-03-2020","deposit","316","Yes","Current"
"144","17-01-2020","withdrawal","622","No","Savings"
"144","10-04-2020","deposit","230","No","Current"
"144","31-03-2020","deposit","36","No","Savings"
"144","07-04-2020","deposit","479","No","Savings"
"144","05-04-2020","deposit","104","Yes","Savings"
"144","07-04-2020","purchase","955","Yes","Savings"
"144","20-03-2020","withdrawal","118","Yes","Current"
"144","22-02-2020","purchase","558","No","Savings"
"144","22-02-2020","purchase","947","No","Savings"
"144","22-01-2020","withdrawal","672","Yes","Current"
"144","18-02-2020","withdrawal","725","No","Savings"
"68","03-03-2020","purchase","696","Yes","Savings"
"68","23-03-2020","purchase","224","Yes","Current"
"68","24-03-2020","deposit","234","Yes","Savings"
"68","08-03-2020","deposit","488","No","Salary"
"68","17-03-2020","purchase","536","No","Salary"
"68","27-02-2020","purchase","296","No","NRI"
"475","28-02-2020","withdrawal","952","No","Savings"
"475","24-03-2020","deposit","596","No","NRI"
"475","23-01-2020","withdrawal","849","No","Salary"
"475","21-01-2020","deposit","525","Yes","Current"
"475","19-03-2020","purchase","4","No","Current"
"475","11-02-2020","deposit","222","Yes","Current"
"475","10-01-2020","withdrawal","476","No","Savings"
"475","16-03-2020","withdrawal","522","No","Current"
"475","03-03-2020","purchase","710","No","Savings"
"475","17-01-2020","purchase","72","No","Savings"
"475","09-01-2020","deposit","713","Yes","Savings"
"475","10-01-2020","withdrawal","981","Yes","Savings"
"475","28-02-2020","deposit","51","Yes","Current"
"475","01-03-2020","withdrawal","970","No","Savings"
"475","05-03-2020","withdrawal","523","No","Savings"
"475","28-03-2020","purchase","439","Yes","Current"
"475","26-01-2020","purchase","85","No","Savings"
"475","20-03-2020","withdrawal","535","Yes","Current"
"475","13-02-2020","purchase","614","Yes","Savings"
"247","11-03-2020","purchase","317","Yes","Salary"
"247","04-02-2020","deposit","348","No","Salary"
"247","15-02-2020","purchase","754","No","NRI"
"247","13-03-2020","deposit","132","No","Savings"
"247","28-03-2020","withdrawal","95","No","NRI"
